name,key,C_Major,C_minor,C#/D♭_Major,C#/D♭_minor,D_Major,D_minor,D#/E♭_Major,D#/E♭_minor,E_Major,E_minor,F_Major,F_minor,F#/G♭_Major,F#/G♭_minor,G_Major,G_minor,G#/A♭_Major,G#/A♭_minor,A_Major,A_minor,A#/B♭_Major,A#/B♭_minor,B_Major,B_minor
Let's Make Love Tonight（矢沢永吉） ,G_minor,2,9,0,0,4,1,6,0,0,0,13,0,0,0,0,33,0,0,2,0,2,0,0,0
New Century Boy（矢沢永吉） ,A_minor,1,0,0,0,1,0,0,0,2,0,23,0,0,0,19,0,0,0,0,19,0,0,0,0
PURE GOLD（矢沢永吉） ,G_Major,6,0,0,0,1,0,0,0,1,6,0,0,0,0,11,0,0,0,0,17,0,0,0,6
Mr. ビビルラッシー（矢沢永吉） ,C_Major,50,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,11,0,0,0
GET UP（矢沢永吉） ,E_minor,8,0,0,0,10,0,0,0,0,68,2,0,2,0,13,0,0,0,3,7,0,0,9,0
「あ.な.た...。」（矢沢永吉） ,C_minor,0,32,0,0,0,0,1,0,0,0,0,7,0,0,13,0,9,0,0,0,6,0,0,0
long good-bye（矢沢永吉） ,F_Major,15,0,0,0,0,10,0,0,0,0,14,0,0,0,3,10,0,0,0,10,6,0,0,0
YOKOHAMA 二十才まえ（矢沢永吉） ,A_minor,3,0,0,0,0,5,2,0,7,3,5,0,0,0,3,0,0,0,0,16,0,0,0,0
YOKOHAMA FOGGY NIGHT（矢沢永吉） ,G_Major,0,0,0,0,13,0,0,0,0,29,0,0,0,0,16,0,0,0,0,6,0,0,0,0
あの夜…（矢沢永吉） ,B_minor,0,0,0,0,0,0,0,0,0,12,0,0,5,0,3,0,0,0,3,0,0,0,2,16
“カサノバ”と囁いて（矢沢永吉） ,E_Major,0,0,0,6,0,0,0,0,10,0,0,0,0,8,0,0,12,0,18,0,0,0,0,0
WILD HEART（矢沢永吉） ,A_Major,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0
「マブ」（矢沢永吉） ,G_Major,21,0,0,0,0,0,0,0,0,4,0,0,0,0,38,0,0,0,21,0,0,0,0,0
Sweet Rock'n'Roll（矢沢永吉） ,A_Major,0,0,8,0,8,0,0,0,16,0,0,0,1,0,0,0,0,0,29,0,0,0,1,8
BELIEVE IN ME（矢沢永吉） ,F#/G♭_Major,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,0,8,0,0,0,0,6,0
TAKE IT TIME（矢沢永吉） ,F#/G♭_minor,0,0,0,0,8,0,0,0,16,0,0,0,0,55,0,0,0,0,24,0,0,0,42,4
Still（矢沢永吉） ,G_Major,4,4,0,0,5,0,0,0,0,7,0,0,0,0,13,0,0,0,0,5,0,0,0,9
WITHOUT YOU（矢沢永吉） ,B_minor,0,0,0,0,36,0,0,0,0,12,0,0,3,0,9,0,0,0,12,0,0,0,0,50
あ・い・つ（矢沢永吉） ,C_Major,15,0,0,0,1,4,0,0,0,0,15,0,3,0,18,0,3,0,0,13,0,0,0,0
So Long（矢沢永吉） ,E_Major,0,0,8,18,1,0,0,0,38,0,1,0,1,12,0,0,0,10,14,2,0,0,6,1
Shake Me（矢沢永吉） ,E_Major,0,0,0,3,49,0,0,0,54,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0
YOU（矢沢永吉） ,C_Major,22,0,0,0,0,10,0,0,8,0,6,0,0,0,17,0,0,0,0,10,3,0,0,0
あの日のように（矢沢永吉） ,G_Major,3,0,0,0,18,0,0,0,7,3,2,0,0,0,10,0,0,0,0,17,0,0,0,10
Wonderful Life（矢沢永吉） ,G_Major,20,0,0,0,30,0,10,0,0,0,0,0,0,0,54,0,0,0,14,0,10,0,0,0
THE TRUTH（矢沢永吉） ,A#/B♭_minor,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,6,0,0,0,0,25,0,0
A DAY（矢沢永吉） ,C#/D♭_Major,0,0,22,0,0,0,3,6,0,0,0,18,12,1,0,0,9,0,0,0,6,10,3,0
ウィスキー・コーク（矢沢永吉） ,A_Major,0,0,0,0,0,2,0,0,16,0,0,0,2,4,0,0,0,0,9,0,0,0,0,14
だから、抱いてくれ（矢沢永吉） ,C#/D♭_minor,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,1,0
アンジェリーナ（矢沢永吉） ,E_Major,0,0,3,5,0,0,0,0,3,0,0,0,1,6,0,0,8,3,4,0,0,0,5,3
ガラスの街（矢沢永吉） ,D_minor,8,0,0,0,0,36,0,0,0,0,23,0,0,0,18,2,0,0,11,0,13,0,0,0
キャンディ（矢沢永吉） ,G_Major,16,0,0,0,2,0,0,0,7,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0
キャロル（矢沢永吉） ,E_Major,0,0,4,2,0,0,0,0,20,0,0,0,0,6,4,0,0,0,2,4,0,0,10,0
コバルトの空（矢沢永吉） ,D_Major,0,0,0,0,4,0,0,0,10,0,0,0,3,4,10,0,0,0,5,0,0,0,0,14
もうひとりの俺（矢沢永吉） ,G_Major,8,0,0,0,6,0,0,0,0,4,0,0,0,0,11,0,0,0,0,8,0,0,4,4
こんなにも（矢沢永吉） ,G_Major,7,7,0,0,3,0,0,0,0,8,0,0,0,0,11,0,0,0,0,7,0,0,4,0
この海に（矢沢永吉） ,E_Major,0,0,2,6,0,0,0,1,6,0,0,0,0,7,0,0,1,2,3,1,0,0,4,0
CITY LIGHTS（矢沢永吉） ,A_minor,6,0,0,0,0,14,0,0,9,0,0,0,0,0,6,0,0,0,0,14,0,0,0,7
くちづけが止まらない（矢沢永吉） ,A#/B♭_Major,0,4,0,0,0,0,7,0,0,0,3,0,0,0,4,3,0,0,0,0,13,0,0,0
"アイ・ラヴ・ユー, OK（矢沢永吉） ",A_Major,0,0,11,0,6,10,0,0,11,0,0,0,0,7,0,0,0,0,32,0,0,0,0,14
エンドレス・サマー（矢沢永吉） ,E_Major,0,0,8,2,0,0,0,0,10,0,2,0,0,14,0,0,0,12,2,0,0,0,16,0
ため息（矢沢永吉） ,G#/A♭_Major,0,0,21,0,0,0,17,0,0,0,0,15,4,0,0,0,5,0,0,0,0,6,0,0
この夜のどこかで（矢沢永吉） ,D_minor,12,0,0,0,0,9,0,0,0,0,7,0,0,0,0,7,0,0,4,0,6,0,0,0
いつの日か（矢沢永吉） ,A_Major,0,0,2,4,5,12,0,0,19,0,0,0,0,15,0,0,0,0,33,0,0,0,0,8
しなやかな獣たち（矢沢永吉） ,F#/G♭_minor,0,0,0,0,13,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0
サイコーなRock You!（矢沢永吉） ,B_minor,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,0,0,0,23,0,0,0,0,46
アリよさらば（矢沢永吉） ,B_minor,0,0,0,0,0,0,0,0,0,1,0,0,0,5,28,0,0,0,27,0,0,0,0,36
ひき潮（矢沢永吉） ,B_minor,0,0,0,0,7,0,0,0,0,12,0,0,3,8,4,0,0,0,9,0,0,0,0,13
China Girl（矢沢永吉） ,B_minor,0,0,0,0,9,0,0,0,5,6,0,0,3,0,15,0,0,0,8,0,0,0,0,16
チャイナタウン（矢沢永吉） ,E_Major,0,0,0,29,0,0,2,0,21,0,0,0,0,10,0,0,0,14,0,0,0,0,10,0
パンチドランカー（矢沢永吉） ,G#/A♭_Major,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,71,0,0,0,0,46,0,0
セクシー・キャット（矢沢永吉） ,C_minor,0,62,0,0,8,0,0,0,0,0,2,0,0,0,6,0,0,0,0,9,22,0,0,0
ライフ・イズ・ヴェイン（矢沢永吉） ,F_Major,16,0,3,0,0,19,0,3,0,0,13,0,0,0,0,16,3,0,0,6,0,3,0,0
ディスコティック（矢沢永吉） ,C_Major,47,0,1,0,1,2,8,0,0,4,27,0,1,0,16,0,0,0,0,2,26,0,0,0
トレジャー・ハンター（矢沢永吉） ,A#/B♭_Major,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,30,0,0,0,52,0,0,0
パセオラの風が（矢沢永吉） ,B_minor,0,0,0,0,4,0,0,0,0,2,0,0,10,0,7,0,6,0,9,0,4,0,0,7
ニューグランドホテル（矢沢永吉） ,G_minor,0,15,0,0,0,0,14,0,0,0,31,0,0,0,0,56,0,0,0,0,3,0,0,0
ワン・ナイト・ショー（矢沢永吉） ,D#/E♭_minor,0,0,5,0,0,0,0,66,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,0
ピ・ア・ス（矢沢永吉） ,E_minor,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,3,0
CHERRY STONE（矢沢永吉） ,F#/G♭_minor,0,0,0,0,5,0,0,0,13,0,0,0,0,12,0,0,0,0,9,0,0,0,0,6
ハートエイクシティ（矢沢永吉） ,B_Major,0,0,0,2,0,0,0,0,8,2,0,0,6,0,0,0,0,10,0,0,0,0,8,0
トラベリン・バス（矢沢永吉） ,F_Major,8,0,0,0,0,10,0,0,0,0,8,0,0,0,0,4,0,0,0,4,4,0,0,0
ヘヴンリー・クルーズ（矢沢永吉） ,D#/E♭_Major,6,2,0,0,0,0,8,0,0,0,0,8,0,0,2,7,7,5,0,0,6,0,0,0
ロンサムシティ（矢沢永吉） ,G_Major,17,0,0,0,16,0,0,0,0,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0
バーボン人生（矢沢永吉） ,D_Major,0,0,6,0,10,0,0,0,0,12,0,0,8,0,10,0,0,0,10,0,0,0,7,8
パニック（矢沢永吉） ,F_Major,15,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,0,0,23,0,0,0
ラスト・シーン（矢沢永吉） ,B_minor,0,0,0,0,6,0,0,0,6,2,0,0,14,6,9,0,0,0,0,0,0,0,0,23
バラードよ永遠に（矢沢永吉） ,F#/G♭_Major,1,0,8,0,6,0,0,2,0,2,0,0,7,0,6,0,0,9,0,4,0,7,2,3
パナマに口紅（矢沢永吉） ,G_Major,24,0,0,0,6,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
サンキューMy Lady（矢沢永吉） ,D_Major,8,0,0,0,17,0,0,0,3,0,0,0,0,0,12,0,0,0,14,0,0,0,0,9
曇りのち、快晴（矢野健太 starring Satoshi Ohno） ,B_Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あたしンち（矢野顕子） ,A_minor,20,0,0,0,2,8,0,0,0,2,24,0,0,4,24,4,0,0,8,4,4,0,0,4
PRESTO（矢野顕子） ,D_Major,4,0,0,0,10,0,0,0,4,4,8,0,0,0,4,0,0,0,4,0,10,0,0,8
君をつれて（石井竜也） ,G_minor,0,11,0,0,23,21,39,0,0,0,14,0,0,0,0,29,0,0,3,5,9,0,0,0
二人の世界（石原裕次郎） ,D_minor,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,16,0,0,32,0,3,0,0,0
ブランデーグラス（石原裕次郎） ,E_minor,6,0,0,0,3,0,0,0,7,40,1,0,3,4,3,0,0,0,0,18,0,0,21,0
赤いハンカチ（石原裕次郎） ,F_minor,21,0,6,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,20,0,0
錆びたナイフ（石原裕次郎） ,G_minor,0,11,0,0,26,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
ナイトミルク（石崎ひゅーい） ,A_Major,0,0,8,0,28,3,0,0,12,0,6,0,0,27,2,0,0,0,38,0,0,0,0,6
ガールフレンド（石崎ひゅーい） ,E_Major,0,0,2,21,0,0,0,0,31,0,0,0,2,15,0,0,6,13,27,0,0,0,24,6
ファンタジックレディオ（石崎ひゅーい） ,C_Major,45,0,0,0,1,5,0,0,0,0,37,6,0,0,45,0,9,0,0,33,0,0,0,0
第三惑星交響曲（石崎ひゅーい） ,D#/E♭_Major,2,24,0,0,0,0,25,0,0,0,0,9,0,0,0,2,22,2,0,0,35,0,0,0
反抗期（石崎ひゅーい） ,G#/A♭_Major,9,10,29,6,25,0,30,0,0,0,4,19,3,0,0,0,28,0,0,0,3,4,2,0
おっぱい（石崎ひゅーい） ,G_Major,33,0,1,0,18,4,0,0,6,10,0,0,0,0,53,0,0,0,0,11,0,0,4,11
友達（石崎ひゅーい） ,F#/G♭_Major,1,0,36,0,0,0,0,10,0,0,0,0,31,0,0,0,0,11,0,0,1,1,36,0
夜間飛行（石崎ひゅーい） ,D#/E♭_Major,3,3,0,0,0,0,42,0,0,0,4,4,3,0,6,4,15,3,0,0,15,3,0,0
バターチキンムーンカーニバル（石崎ひゅーい） ,C#/D♭_Major,0,0,87,0,0,0,0,2,8,0,0,0,18,0,8,0,7,0,0,0,0,2,5,0
シーベルト（石崎ひゅーい） ,F#/G♭_Major,1,0,54,0,1,0,3,39,0,0,0,0,47,0,0,0,0,10,0,0,8,11,36,0
せんたくき（石崎ひゅーい） ,F#/G♭_Major,0,0,38,0,0,0,0,24,0,0,0,0,10,0,0,0,2,0,0,0,0,0,27,0
あなたの私（石川さゆり） ,C#/D♭_minor,0,0,0,49,0,0,0,0,0,0,0,0,0,24,0,0,26,0,2,0,0,0,0,0
私でよければ（石川さゆり） ,F_minor,26,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,20,0,0
春の雪（石川さゆり） ,G#/A♭_minor,0,0,0,10,0,0,23,0,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
滝の白糸（石川さゆり） ,A_minor,0,0,0,0,0,14,0,0,34,0,15,0,0,0,0,0,0,0,0,47,0,0,0,0
ニヒルに愛して（石川さゆり） ,C_minor,1,50,2,0,8,4,11,4,2,2,35,15,7,0,24,1,17,3,4,0,2,7,0,2
かもめの女房（石川さゆり） ,A#/B♭_minor,0,5,2,0,0,0,0,20,0,0,28,5,12,0,0,0,12,0,0,0,0,34,0,0
青い月夜の散歩道（石川さゆり） ,G#/A♭_Major,5,4,11,0,0,0,23,0,0,0,0,20,0,0,0,0,34,0,0,0,0,5,0,0
火の国へ（石川さゆり） ,C#/D♭_minor,0,0,7,35,0,0,7,0,7,0,0,0,0,17,0,0,24,0,0,0,0,0,8,0
ラブ・スコール（石川さゆり） ,A#/B♭_Major,5,6,3,4,2,3,7,5,4,0,12,1,10,0,7,4,13,4,9,0,7,1,5,0
ちいさな秘密（石川さゆり） ,A#/B♭_minor,0,0,0,0,0,0,0,33,0,0,31,0,1,0,0,0,0,0,0,0,0,47,0,0
大阪つばめ（石川さゆり） ,G#/A♭_Major,0,0,13,0,0,0,23,0,0,0,0,12,0,0,0,0,49,0,0,0,0,3,0,0
大阪のおんな（石川さゆり） ,C_Major,45,0,0,0,0,13,0,0,0,0,0,0,0,0,21,0,0,0,0,43,0,0,0,0
MEMORY OF SMILE（石川さゆり） ,F_Major,11,2,1,0,2,5,4,0,0,0,16,0,1,0,1,16,3,0,1,3,6,5,2,0
沈丁花（石川さゆり） ,E_minor,5,0,0,0,0,0,0,0,3,38,0,0,1,0,0,0,0,0,0,23,0,0,14,0
命燃やして（石川さゆり） ,A#/B♭_minor,0,0,0,0,0,0,0,25,0,0,27,0,9,0,0,0,0,0,0,0,0,57,0,0
能登半島（石川さゆり） ,E_minor,5,0,0,0,6,0,0,0,2,28,0,0,0,0,6,0,0,0,0,20,0,0,30,0
津軽海峡・冬景色（石川さゆり） ,A_minor,0,0,0,0,0,15,0,0,25,0,8,0,0,0,1,0,0,0,0,33,0,0,6,5
波止場しぐれ（石川さゆり） ,C_Major,52,0,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,0,18,0,0,0,0
男の祭り酒（石川さゆり） ,G#/A♭_minor,0,0,0,16,0,0,11,27,22,0,0,0,18,0,2,0,0,59,0,0,0,0,6,0
夫婦人情（石川さゆり） ,G_Major,11,0,3,0,18,0,1,0,0,31,0,0,0,0,46,0,0,0,0,14,0,0,3,1
暖流（石川さゆり） ,F_minor,22,2,5,0,0,0,10,0,0,0,3,42,0,0,4,0,8,0,0,0,0,28,0,0
夫婦善哉（石川さゆり） ,G_Major,1,0,0,0,26,0,0,0,0,18,0,0,0,0,45,0,0,0,0,10,0,0,0,5
天城越え（石川さゆり） ,B_minor,0,0,3,0,6,0,0,0,0,24,0,0,17,14,4,0,0,0,0,0,0,0,0,40
ウイスキーが、お好きでしょ（石川さゆり） ,D#/E♭_Major,10,15,0,0,0,6,10,0,0,0,0,10,0,0,9,0,0,0,0,3,12,0,0,0
あいあい傘（石川さゆり） ,D_minor,9,0,0,0,0,38,0,0,0,3,6,0,0,0,3,20,0,0,25,3,7,0,0,0
十九の純情（石川さゆり） ,G#/A♭_minor,0,0,0,21,0,0,26,0,2,0,0,0,0,0,0,0,0,32,0,0,0,3,0,0
ちゃんと言わなきゃ愛さない（石川さゆり） ,A_minor,6,0,0,0,0,12,0,0,27,0,19,0,4,0,7,0,3,0,3,31,0,0,8,0
人生情け舟（石川さゆり） ,C_Major,61,0,0,0,0,8,0,0,2,0,5,0,0,0,27,0,0,0,0,20,0,0,0,0
かくれんぼ（石川さゆり） ,A_minor,2,0,0,0,0,16,0,0,17,7,10,0,0,0,3,0,0,0,0,36,0,0,0,2
砂になりたい（石川さゆり） ,G_Major,14,0,1,0,11,0,1,0,0,26,1,0,4,2,6,0,0,0,0,6,0,0,30,2
なきまね（石川ひとみ） ,D#/E♭_Major,5,22,0,0,0,4,18,0,0,0,0,28,0,0,6,0,2,3,0,0,24,0,0,0
あなたの天使（石川ひとみ） ,E_Major,9,0,4,14,0,0,0,0,21,0,0,0,0,10,2,0,5,14,33,13,1,0,40,0
くるみ割り人形（石川ひとみ） ,A_Major,0,1,12,3,10,0,0,0,18,0,0,0,0,31,0,0,5,0,23,0,0,0,0,14
Follow You～空港まで～（石川ひとみ） ,A#/B♭_minor,0,19,7,0,8,0,8,8,0,0,37,0,9,0,0,12,10,0,1,0,14,24,3,0
いつわり（石川ひとみ） ,G_Major,21,0,3,0,15,0,7,0,11,22,3,0,5,4,19,0,0,0,0,15,0,0,24,5
ピピッと第六感（石川ひとみ） ,C_Major,27,0,0,0,2,1,0,0,2,8,17,0,1,0,26,0,0,0,1,11,0,0,0,0
らぶ・とりーとめんと（石川ひとみ） ,C_Major,24,0,7,0,0,25,0,0,2,15,17,6,0,0,14,0,0,0,6,10,4,0,0,2
あざやかな微笑（石川ひとみ） ,G_minor,0,24,0,0,20,6,12,0,2,0,1,0,2,0,0,42,0,0,4,1,3,0,0,0
オリーブの栞（石川ひとみ） ,B_minor,0,0,3,6,13,0,0,0,4,14,0,0,18,0,11,0,5,0,9,0,5,0,2,44
さり気なく おし気なく～I Love Making Love to You～（石川ひとみ） ,G_Major,15,4,4,0,19,0,5,0,2,1,0,0,0,0,11,0,4,0,0,6,0,0,0,9
ハート通信（石川ひとみ） ,C_Major,56,0,0,0,6,23,0,0,0,13,8,0,0,0,31,0,0,0,0,24,0,0,0,0
まちぶせ（石川ひとみ） ,C_Major,26,0,0,0,0,41,0,0,20,0,0,0,0,0,26,0,0,0,0,23,0,0,4,0
ガラスの恋人（石川ひとみ） ,D_Major,0,0,0,0,50,0,0,0,4,18,0,0,0,6,24,0,0,0,55,0,0,0,3,15
懐かしきリフレイン（石川ひとみ） ,G_Major,11,7,0,0,28,2,3,0,2,8,0,0,0,0,38,0,0,0,2,23,0,0,2,0
午後の夢（石川ひとみ） ,D_minor,16,0,8,0,0,44,2,0,0,6,0,0,0,0,0,15,3,0,15,3,33,0,0,0
君は輝いて天使にみえた（石川ひとみ） ,G#/A♭_Major,4,18,27,0,0,0,54,0,0,0,0,15,0,0,0,0,58,0,0,0,0,6,0,0
ムーンライト・ドリーム（石川ひとみ） ,D_minor,12,0,3,0,2,38,0,0,0,0,9,0,0,0,0,17,0,0,12,21,0,0,3,0
何も言わないで（石川ひとみ） ,A_Major,8,4,6,9,3,13,0,2,21,0,9,0,1,6,4,0,0,0,35,0,11,0,0,11
右向け右（石川ひとみ） ,D_Major,0,0,4,0,7,0,0,0,3,26,0,0,26,6,15,0,0,0,12,0,0,0,4,40
元気あげるね（石川ひとみ） ,G_Major,13,2,0,0,30,0,2,0,2,0,9,0,2,0,37,0,0,0,0,2,3,0,0,2
マリンブルーに溶けないで（石川ひとみ） ,E_Major,13,0,5,24,0,7,0,0,20,0,7,0,2,32,0,9,4,9,1,1,1,0,32,0
ミス・ファイン（石川ひとみ） ,D#/E♭_Major,4,11,0,1,0,0,32,0,9,0,0,19,0,1,4,8,6,6,1,0,28,2,2,0
プリンプリン物語（石川ひとみ） ,D_Major,0,0,0,0,19,0,2,0,4,5,0,0,0,2,17,0,3,0,33,0,0,0,3,8
にわか雨（石川ひとみ） ,G#/A♭_Major,4,13,2,0,0,0,23,0,0,0,4,6,0,0,2,0,40,0,0,0,0,28,0,0
夕暮れて（石川ひとみ） ,F_minor,18,6,6,0,1,0,13,0,0,0,0,28,0,0,0,0,6,0,0,0,0,16,0,0
恋はダイスまかせ（石川ひとみ） ,D_Major,0,0,0,0,19,0,0,0,0,0,0,0,0,16,20,0,0,0,20,0,0,0,0,9
恋（石川ひとみ） ,D_Major,1,9,0,0,8,1,4,0,0,9,1,3,19,6,22,3,5,0,13,1,7,0,6,12
誘われ上手（石川ひとみ） ,D_minor,21,0,3,0,0,55,0,0,0,3,12,0,0,0,0,32,0,0,35,0,0,7,0,0
問わず語り（石川ひとみ） ,G_Major,18,0,0,0,19,0,3,0,0,27,0,0,0,0,15,0,0,0,0,21,0,0,14,6
裸足でダンス（石川ひとみ） ,C#/D♭_minor,0,0,2,29,0,0,0,0,15,0,0,0,0,32,0,0,13,2,9,0,0,0,15,0
パープル ミステリー（石川ひとみ） ,A#/B♭_minor,7,0,1,0,0,1,9,22,0,0,17,8,3,0,2,0,14,0,0,1,3,56,0,0
ひとりじめ（石川ひとみ） ,E_minor,12,0,3,0,4,0,0,0,0,38,2,11,4,0,3,0,0,0,1,18,0,5,28,0
キミらしいまま（石川ひとみ） ,G_Major,19,3,0,0,27,0,1,0,0,12,3,0,1,0,26,0,0,0,4,26,1,0,0,10
つぶやき（石川ひとみ） ,F_Major,13,0,7,0,0,12,0,6,2,0,20,0,9,0,2,10,0,6,3,7,9,4,1,2
タイトロープ（石川ひとみ） ,C_Major,18,0,0,0,0,6,0,0,15,12,18,0,0,0,12,0,0,0,0,40,0,0,0,0
ひとりぼっちのサーカス（石川ひとみ） ,G_minor,0,34,0,0,37,2,10,0,0,0,12,0,0,0,2,54,0,0,0,8,11,0,0,0
ガラスの女（石川セリ） ,A#/B♭_minor,0,2,4,0,0,0,0,6,3,0,12,6,8,0,0,0,6,0,0,0,0,27,15,0
ひとり芝居（石川セリ） ,C_Major,24,0,0,0,6,13,0,0,4,8,22,0,0,0,13,4,0,0,6,4,0,0,0,4
朝焼けが消える前に（石川セリ） ,A_Major,2,0,18,1,1,2,0,0,22,0,1,0,0,36,3,0,0,0,24,1,0,0,1,37
キ・サ・ラ恋人（石川セリ） ,D_minor,11,0,0,0,5,45,0,0,0,0,6,0,0,0,0,17,0,0,30,4,2,0,0,0
スノー・キャンドル（石川セリ） ,A_Major,7,0,0,1,24,6,0,0,13,0,6,0,0,19,0,0,0,0,29,0,6,0,0,4
ダンスはうまく踊れない（石川セリ） ,C_minor,0,50,0,0,0,0,1,0,0,0,0,25,0,0,16,0,6,0,0,0,21,0,0,0
八月の濡れた砂（石川セリ） ,C_minor,0,35,0,0,3,0,4,0,0,0,0,15,0,0,21,0,3,0,0,0,3,0,0,0
小さな日曜日（石川セリ） ,F#/G♭_Major,5,0,15,2,8,1,2,10,8,4,3,2,20,2,4,0,0,13,0,6,0,12,14,6
いろ、なつ、ゆめ ～ 彩 夏 夢（石川セリ） ,A_minor,12,0,0,0,0,0,0,0,22,0,6,0,0,0,6,0,0,0,0,28,0,0,8,0
BOY（石川セリ） ,G_minor,3,12,0,0,34,0,20,0,0,0,0,0,0,0,15,37,0,0,0,6,0,0,0,0
Moonlight Surfer（石川セリ） ,F_Major,21,0,0,0,0,19,0,0,0,0,25,0,0,0,2,2,0,0,4,0,12,0,0,0
遠い海の記憶（石川セリ） ,C_Major,4,0,0,0,18,5,0,0,7,10,10,0,0,0,6,1,0,0,2,27,2,0,0,6
海は女の涙（石川セリ） ,G_Major,8,2,0,0,34,0,0,0,2,4,2,0,2,0,25,0,2,0,6,18,0,0,0,12
恋愛飼育論（石川セリ） ,C_minor,0,41,0,0,18,0,20,0,0,0,0,3,0,0,38,0,11,0,0,0,3,0,0,0
クリスタルモーニング（石川優子） ,C_Major,32,0,4,0,16,8,0,0,0,4,10,0,0,0,25,0,2,0,3,20,16,0,0,0
レット・ミー・フライ（石川優子） ,F_Major,17,0,3,0,0,16,2,4,0,0,24,0,7,0,0,6,0,2,0,8,20,5,4,2
春でも夏でもない季節（石川優子） ,F_Major,17,0,0,0,0,30,0,0,0,0,35,3,0,0,0,0,3,0,0,0,16,0,0,0
シンデレラ サマー（石川優子） ,A#/B♭_Major,0,6,0,0,0,8,16,6,2,0,33,0,0,0,1,27,2,0,0,0,36,0,0,0
沈丁花（石川優子） ,C_minor,0,25,0,0,0,2,4,0,0,0,0,19,0,0,20,3,11,0,0,0,7,0,0,0
ふたりの愛ランド～初心者向け簡単コードVer.～（石川優子・チャゲ） ,C_Major,52,0,0,0,0,6,1,0,2,6,35,0,0,0,26,0,0,0,0,4,0,0,0,0
ふたりの愛ランド（石川優子・チャゲ） ,C_Major,87,0,0,0,0,6,1,0,2,6,60,0,0,0,25,0,0,0,0,10,0,0,0,0
ふたりの愛ランド～動画視聴Ver.～（石川優子・チャゲ） ,C_Major,87,0,0,0,0,6,1,0,2,6,60,0,0,0,25,0,0,0,0,10,0,0,0,0
ど根性ガエル（石川進） ,D#/E♭_Major,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,3,15,0,0,0,6,0,0,0
ど根性でヤンス（石川進） ,F_Major,10,0,0,0,0,0,5,0,0,0,45,0,0,0,0,0,0,0,0,1,17,0,0,0
鉄橋をわたると涙がはじまる（石橋正次） ,G_minor,0,14,0,0,16,0,4,0,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0
夜明けの停車場（石橋正次） ,G_minor,0,11,0,0,13,4,3,0,0,0,4,0,0,0,0,20,0,0,3,0,6,0,0,0
お嫁にもらおう（石橋正次） ,B_minor,0,0,0,0,1,0,0,0,0,16,0,0,14,0,0,0,0,0,7,0,0,0,0,36
めまい（石野真子） ,C_Major,11,0,2,0,0,4,6,0,15,0,10,0,0,0,15,0,0,0,0,34,2,0,0,2
ジュリーがライバル（石野真子） ,A#/B♭_Major,0,4,0,0,0,0,18,0,1,0,34,0,0,0,2,0,2,0,0,0,34,0,0,0
ワンダー・ブギ（石野真子） ,G_Major,24,0,0,0,35,0,2,0,20,9,0,0,0,1,34,0,0,0,8,7,0,0,4,0
ミモザの季節（石野真子） ,B_minor,0,16,0,3,7,0,7,0,0,18,0,12,11,0,8,0,0,0,7,0,5,0,0,22
私のしあわせPARTII（石野真子） ,C_Major,18,0,0,0,0,10,0,0,1,12,15,0,0,0,23,0,0,0,0,21,0,0,0,0
フォギー・レイン（石野真子） ,C_minor,1,28,0,0,0,0,16,0,4,0,0,15,0,0,14,5,13,0,0,0,17,0,0,0
ガラスの観覧車（石野真子） ,B_minor,0,3,0,8,9,3,8,0,0,20,0,6,10,10,15,3,2,0,10,0,5,0,0,20
お嫁にもらって下さいませんか（石野真子） ,G_minor,0,13,0,0,13,9,4,0,0,0,9,0,0,0,0,40,0,0,0,0,0,0,0,0
